COD_LOC,NOMBRE_LOC,CP,POBLACION,OFICINA,PROVINCIA,COD_PROY,ID_EVALUACION,Fecha de ejecucion,COD_AUDITOR,RESULTADO,TITULO_CUESTIONARIO
2575,AB PISTAS VALLNORD PLANELLS,300,ORDINO,901,EXTRANJERO,0143_003,1948630,1/19/14,31378,0.9559,ABBASID MYSTERY
2318,Qu Qu Aeroport,8820,El Prat de Llobregat,901,BARCELONA,2126_003,1948631,1/16/14,R29530,0.8493,Cuestionario Qu Qu Aeroport 2014
151,T2-M3,8820,El Prat de Llobregat,901,BARCELONA,0143_007,1948633,1/17/14,32136,1,General Concesiones
206,T2-M5,8820,El Prat de Llobregat,901,BARCELONA,0143_007,1948634,1/10/14,R29502,0.8583,General Concesiones
220,L4,7700,Maó,901,BALEARES,0143_007,1948635,1/16/14,901_02707,0.963,General Concesiones
221,L5,7700,Maó,901,BALEARES,0143_007,1948636,1/16/14,901_02707,0.9528,General Concesiones
2305,T2-Lleg. ex ARS,8820,El Prat de Llobregat,901,BARCELONA,0143_007,1948637,1/17/14,32136,0.8153,General Concesiones
2307,T1-Lleg.12 Pentág.,8820,El Prat de Llobregat,901,BARCELONA,0143_007,1948638,1/19/14,32351,0.9151,General Concesiones
2312,T2-Tie. Ex Planta,8820,El Prat de Llobregat,901,BARCELONA,0143_007,1948641,1/10/14,R29502,0.709,General Concesiones
18,ECI GENIL,18008,Granada,901,GRANADA,0568_001,1948643,1/15/13,30472,0.8123,Coty Mystery ECI
17,ECI CORDOBA,14008,Cordoba,901,CORDOBA,0568_001,1948644,1/15/14,33611,0.4801,Coty Mystery ECI
16,ECI MÁLAGA,29007,Malaga,901,MALAGA,0568_001,1948645,1/14/14,33109,0.8555,Coty Mystery ECI
15,ECI NERVION,41005,Sevilla,901,SEVILLA,0568_001,1948646,1/15/14,29559,0.4928,Coty Mystery ECI
8,ECI DIAGONAL,8028,Barcelona,901,BARCELONA,0568_001,1948648,1/16/14,58,0.7667,Coty Mystery ECI
9,ECI F.MACIA,8028,Barcelona,901,BARCELONA,0568_001,1948649,1/14/14,29773,0.184,Coty Mystery ECI
10,ECI CORNELLA,8940,Cornellà,901,BARCELONA,0568_001,1948650,1/16/14,32136,0.7556,Coty Mystery ECI
11,ECI SABADELL,8206,Sabadell,901,BARCELONA,0568_001,1948651,1/15/14,32136,0.6227,Coty Mystery ECI
19,ECI MALLORCA AVENIDAS,7002,Palma de Mallorca,901,BALEARES,0568_001,1948652,1/15/14,29724,0.6489,Coty Mystery ECI
2813,Diagonal Mar,8019,Barcelona,901,BARCELONA,0143_010,1948653,1/21/14,127,0.8694,Cuestionario POLLO CAMPERO
2815,Baricentro,8210,Barberà del Vallès,901,BARCELONA,0143_010,1948654,1/10/14,30008,1,Cuestionario POLLO CAMPERO
2835,Gan Vía Pedrosa,8900,L'Hospitalet de Llobregat,901,BARCELONA,0143_010,1948655,1/17/14,31651,0.9562,Cuestionario POLLO CAMPERO
253,Leon,24001,LEON,901,LEON,0457_002,1948661,1/13/14,29381,0.8333,MYSTERY SHOPPER SERVICIO FFQQ P5 (ENE_14)
E-SE1,Medas /  E-SE1,17185,Maçanet de la Selva,901,GIRONA,0201_001,1948662,1/9/14,R29502,0.01,Areas Compra Programada_Abril_2012
E-SE2,SELVA CAFFE DI ROMA A.S. (sur),8000,MASSANET DE LA SELVA,901,BARCELONA,0201_001,1948663,1/9/14,R29502,0.01,Areas Compra Programada_Abril_2012
E-SET,Divers tienda/Maçanet de la Selva,17185,Maçanet de la Selva,901,GIRONA,0201_001,1948664,1/9/14,R29502,0.01,Areas Compra Programada_Abril_2012
E-MY1,MONTSENY HOSTELERÍA A.S._N,8450,Llinars del Vallés,901,BARCELONA,0201_001,1948665,1/9/14,R29502,0.01,Areas Compra Programada_Abril_2012
E-MYT,MONTSENY TIENDA A.S._N,8450,Llinars del Vallés,901,BARCELONA,0201_001,1948666,1/9/14,R29502,0.01,Areas Compra Programada_Abril_2012
E-VALL1,A.S. del Valles Burguer king,8000,Santa Perpetura de la Moguda,901,BARCELONA,0201_001,1948667,1/9/14,R29994,0.01,Areas Compra Programada_Abril_2012
E-VALL2,A.S. Del Valles Caffe di Roma,8000,Santa Perpetua de la Moguda,901,BARCELONA,0201_001,1948668,1/9/14,R29994,0.01,Areas Compra Programada_Abril_2012
505,"C.U.P. TELECOMUNICACIONS, S.L.",17820,BANYOLES,901,GIRONA,0457_003,1948679,1/15/14,R29994,0.8474,MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
659,ABOUT LINE S.L.,28800,COSLADA,901,MADRID,0457_003,1948690,1/9/14,R01127,0.73,MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
038a,COSLADA - Doctor Michavila,28820,Coslada,901,MADRID,0457_002,1948692,1/9/14,R01127,0.9383,MYSTERY SHOPPER FFQQ P5 (ENE_14)
1498,ABOUT LINE S.L.,28850,Torrejón De Ardoz,901,MADRID,0457_003,1948696,1/9/14,R00028,0.855,MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
0754a,BREATEL S.L.U.,28850,TORREJÓN DE ARDOZ,901,MADRID,0457_003,1948697,1/9/14,R01127,0.8258,MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
829,ABOUT LINE S.L.,28850,TORREJÓN DE ARDOZ,901,MADRID,0457_003,1948698,1/9/14,R00028,0.9383,MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
20,ECI SANTANDER,39010,Santander,901,CANTABRIA,0568_001,1948720,1/15/14,2522,0.4247,Coty Mystery ECI
21,ECI PAMPLONA,31002,Pamplona,901,NAVARRA,0568_001,1948721,1/15/14,33467,0.9123,Coty Mystery ECI
19,SANTANDER,39010,SANTANDER,901,CANTABRIA,0549_001,1948722,1/23/14,33331,0.9341,Cuestionario Mercado Provenzal (ENE_14)
19,SANTANDER,39010,SANTANDER,901,CANTABRIA,0549_001,1948723,1/18/14,33570,0.7446,Cuestionario Mercado Provenzal (ENE_14)
135,ALIMERKA-GI-CTRA CARBONERA,33211,GIJON,901,ASTURIAS,0207_001,1948754,1/22/14,r02747,0.7801,Check Alimerka Marzo 2012
136,ALIMERKA-GI-TORREBERMEJA,33211,GIJON,901,ASTURIAS,0207_001,1948755,1/22/14,r02747,0.9123,Check Alimerka Marzo 2012
166,ALIMERKA-GIJON,33207,GIJON,901,ASTURIAS,0207_001,1948756,1/28/14,r02746,0.9543,Check Alimerka Marzo 2012
185,ALIMERKA-GI-ELECTRA,33208,GIJON,901,ASTURIAS,0207_001,1948757,1/28/14,r02746,0.8668,Check Alimerka Marzo 2012
38,ALIMERKA-GI-17 AGOSTO,33205,GIJON,901,ASTURIAS,0207_001,1948758,1/28/14,r02746,0.8307,Check Alimerka Marzo 2012
51,ALIMERKA-GI-JUAN ALVARGONZALEZ,33208,GIJON,901,ASTURIAS,0207_001,1948759,1/22/14,r02747,0.8452,Check Alimerka Marzo 2012
25,A CORUÑA,15006,LA CORUÑA,901,A CORUÑA,0405_001,1948777,1/10/14,R29407,0.9265,Cuestionario Vidal & Vidal_compra
53,GANDÍA,46702,Gandía,901,VALENCIA,0399_01,1948808,1/27/14,34121,0.953,Cuestionario Oro Verdadero
